CODE	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
21722391	0	0	1	0	0	0	0	0	1
21796726	0	0	0	1	0	0	0	0	1
22178694	9	0	0	0	0	0	0	6	15
21696233	3	0	0	0	0	0	0	1	4
21963070	2	0	0	0	0	0	0	0	2
22185917	1	0	0	0	0	0	0	0	1
22500103	6	0	0	0	0	0	0	2	8
21869791	1	0	0	0	0	0	0	1	2
21809666	6	0	0	0	0	1	0	0	7
21713189	0	0	2	0	0	0	0	0	2
22542566	4	0	1	0	0	0	0	1	6
22172947	0	0	0	0	0	0	0	1	1
22368302	2	0	0	0	0	0	0	8	10
22692193	5	0	0	0	0	0	0	2	7
21728968	7	0	1	0	0	1	0	0	9
22309373	10	1	0	0	0	0	0	3	14
22689109	2	0	0	0	0	0	0	0	2
21951501	7	0	1	0	0	0	0	2	10
21723141	0	0	1	0	0	0	0	0	1
22179453	7	0	1	0	0	0	0	6	14
22243356	0	0	0	0	0	0	0	1	1
22295712	5	0	0	0	0	0	0	0	5
21757402	5	0	0	0	0	0	0	0	5
21714452	4	0	0	0	0	0	0	1	5
21744831	5	0	0	0	0	0	0	0	5
22499245	5	0	0	0	0	0	0	0	5
22712402	2	0	0	0	0	0	0	0	2
21740241	4	0	0	0	0	0	0	1	5
22359931	1	0	0	0	0	0	0	1	2
22308024	8	0	1	0	0	0	0	4	13
22297014	19	0	2	0	0	0	0	6	27
21730741	2	0	0	0	0	0	0	0	2
22187669	4	0	0	0	0	0	0	2	6
21766657	11	0	0	0	0	0	0	3	14
22005307	2	0	0	0	0	0	0	0	2
22499997	8	0	0	0	0	0	0	0	8
21759596	7	0	1	0	0	0	0	0	8
21966508	4	0	0	0	0	0	0	2	6
22099727	5	1	0	0	0	0	0	0	6
21760195	2	0	0	0	0	0	0	0	2
25704443	0	0	0	0	0	0	0	1	1
22370528	13	0	0	0	0	0	0	5	18
21741638	3	0	3	1	0	0	0	2	9
22173731	0	0	0	0	0	0	0	1	1
22015931	1	0	0	0	0	0	0	0	1
21728160	1	0	2	0	0	0	0	0	3
21716030	0	0	1	0	0	0	0	0	1
21733775	9	0	1	0	0	0	0	2	12
79172172	1	1	0	0	0	0	0	0	2
21743100	4	0	3	0	0	0	0	1	8
22020241	2	0	0	0	0	0	0	1	3
41974166	2	0	0	0	0	0	0	0	2
25133489	5	0	0	0	0	0	0	0	5
21786691	8	0	0	0	0	0	0	2	10
22299050	5	0	0	0	0	0	0	4	9
22397744	0	0	4	0	0	0	0	0	4
22029087	1	0	0	0	0	0	0	0	1
22282041	5	0	0	0	0	0	0	1	6
22209425	9	0	1	0	0	0	0	5	15
21967156	7	0	0	0	0	0	0	0	7
22307460	10	0	0	0	0	0	0	0	10
21776521	0	0	2	0	0	0	0	0	2
21705194	8	0	0	0	0	0	0	1	9
21755019	11	0	0	0	0	0	0	2	13
22242881	0	0	2	0	0	0	0	0	2
22095926	4	0	0	0	0	0	0	2	6
21769109	5	0	0	0	0	0	0	0	5
22367799	11	0	0	0	0	0	0	5	16
22170936	2	0	0	0	0	0	0	2	4
21754306	7	0	0	0	0	0	0	0	7
22381538	8	0	0	0	0	0	0	0	8
22161210	7	0	0	0	0	0	0	0	7
22390740	4	0	0	0	0	0	0	1	5
22499024	7	0	0	0	0	0	0	1	8
21736235	5	0	0	0	0	0	0	1	6
21739005	2	0	0	0	0	0	0	1	3
21770476	3	0	0	0	0	0	0	0	3
22499539	4	0	0	0	0	0	0	0	4
21763747	2	0	0	0	0	0	0	0	2
21793662	10	0	0	0	0	0	0	2	12
21693498	2	0	0	0	0	0	0	0	2
22083995	5	0	0	0	0	0	0	0	5
21745323	2	0	0	0	0	0	0	0	2
21777039	4	0	1	0	0	0	0	0	5
21951632	5	0	1	0	0	0	0	2	8
22369911	5	0	0	0	0	0	0	0	5
21783136	11	0	0	0	0	0	0	2	13
22039678	0	0	0	0	0	0	0	1	1
22396811	2	0	0	0	0	0	0	1	3
21811539	7	0	1	0	0	0	0	1	9
21724148	7	0	0	0	0	0	0	0	7
22205071	29	0	2	0	0	0	0	15	46
21942056	1	0	0	0	0	0	0	1	2
22164448	7	0	0	0	0	0	0	1	8
21732523	5	0	0	0	0	0	0	4	9
21772231	5	0	0	0	0	0	0	1	6
22042849	3	0	0	0	0	0	0	1	4
22242384	27	0	1	0	0	0	0	12	40
22095306	1	0	0	0	0	0	0	0	1
21779457	2	0	0	0	0	0	0	1	3
22158171	8	0	0	0	0	0	0	0	8
21776997	2	0	0	0	0	0	0	0	2
22022171	6	1	0	0	0	0	0	2	9
21913501	3	0	0	0	0	0	0	3	6
21729549	3	0	0	0	0	0	0	0	3
21790191	3	0	1	0	0	0	0	0	4
22370161	10	0	0	0	0	0	0	6	16
21874085	0	0	0	0	0	0	0	1	1
28281047	0	0	0	0	0	2	0	0	2
21774099	1	0	3	0	0	0	0	0	4
21951063	3	1	0	0	0	0	0	0	4
22320130	3	0	0	0	0	0	0	0	3
22085874	18	0	0	0	0	0	0	1	19
22078827	3	0	1	0	0	0	0	0	4
21738823	11	0	0	0	0	0	0	2	13
21793816	6	0	0	0	0	1	0	1	8
22177574	4	0	0	0	0	0	0	0	4
22097201	4	0	0	0	0	0	0	1	5
22210768	3	0	0	0	0	0	0	0	3
74433202	6	0	0	0	0	0	0	2	8
22044663	2	0	0	0	0	0	0	0	2
22375651	14	0	1	0	0	0	0	2	17
22292888	4	0	0	0	0	0	0	0	4
21700796	0	0	0	1	0	0	0	0	1
21721301	0	0	0	7	0	0	0	0	7
21692939	5	0	2	2	0	0	0	0	9
22508848	1	0	1	0	0	0	0	0	2
21911207	6	0	0	0	0	0	0	1	7
21870918	3	0	0	0	0	0	0	0	3
21965421	1	0	0	0	0	0	0	0	1
21946400	4	0	0	0	0	0	0	2	6
21868573	1	0	0	0	0	0	0	0	1
21967636	9	0	0	0	0	0	0	2	11
21944164	4	1	0	0	0	0	0	0	5
21862818	11	0	1	0	0	0	0	1	13
21903174	6	0	0	0	0	0	0	1	7
21959501	1	0	0	0	0	0	0	1	2
22699970	2	0	0	0	0	0	0	0	2
21959986	1	0	1	0	0	0	0	1	3
21969086	1	0	0	0	0	0	0	1	2
22752994	6	0	0	0	0	0	0	1	7
21946418	6	0	0	0	0	1	0	0	7
28350081	3	1	0	0	0	0	0	0	4
21812292	0	0	0	0	0	0	0	1	1
21905509	7	0	0	0	0	0	0	1	8
21951276	5	0	0	0	0	0	0	1	6
21889864	1	0	0	0	0	0	0	0	1
21868379	6	0	0	0	0	0	0	2	8
21944296	9	0	0	0	0	0	0	3	12
21950521	8	0	0	0	0	0	0	4	12
28216059	13	0	0	0	0	0	0	4	17
22294732	13	0	1	0	0	0	0	1	15
22309535	9	0	1	0	0	0	0	1	11
22311319	17	0	0	0	0	0	0	1	18
22309900	4	0	0	0	0	0	0	0	4
22308997	10	0	0	0	0	0	0	4	14
22293647	7	0	0	0	0	0	0	2	9
22309098	15	0	0	0	0	0	0	5	20
21777071	3	0	1	0	0	0	0	0	4
21792330	2	0	0	0	0	0	0	0	2
27114791	4	0	1	0	0	0	0	0	5
21762996	7	0	0	0	0	0	0	4	11
21782296	2	0	0	0	0	0	0	0	2
21787646	13	0	0	0	0	0	0	3	16
21778701	6	0	0	0	0	0	0	3	9
21795479	5	0	0	0	0	0	0	4	9
21785198	8	0	0	0	0	0	0	1	9
21775699	10	1	0	0	0	0	0	1	12
21777942	4	0	1	0	0	0	0	0	5
21764123	4	0	0	0	0	0	0	1	5
21791040	2	0	0	0	0	0	0	3	5
21781427	8	0	0	0	0	0	0	0	8
21765626	14	0	1	0	0	0	0	2	17
22398856	3	0	0	0	0	0	0	0	3
22366385	1	0	0	0	0	0	0	0	1
22373861	13	0	0	0	0	0	0	0	13
22373217	10	0	0	0	0	0	0	0	10
78506506	1	0	1	0	0	0	0	0	2
21746834	2	0	0	0	0	0	0	0	2
21751510	13	0	1	0	0	0	0	1	15
21759332	1	0	0	0	0	0	0	1	2
21753644	9	0	1	1	0	1	0	1	13
21745269	5	0	0	0	0	0	0	0	5
21737801	3	0	0	0	0	0	0	0	3
21739439	2	0	0	0	0	0	0	0	2
21756571	9	0	0	0	0	0	0	0	9
22006761	3	0	0	0	0	0	0	0	3
22076328	5	0	0	0	0	0	0	2	7
22001891	3	0	0	0	0	0	0	0	3
22086820	11	0	2	0	0	0	0	1	14
22040561	2	0	0	0	0	0	0	0	2
27813959	11	1	1	0	0	0	0	1	14
22075747	2	0	0	0	0	0	0	0	2
22176616	0	0	6	0	0	0	0	0	6
22291776	6	0	0	0	0	0	0	2	8
22177221	12	0	0	0	0	0	0	1	13
22182403	8	0	0	0	0	0	0	1	9
22188100	6	0	0	0	0	0	0	0	6
22184074	10	0	0	0	0	0	0	1	11
22291407	28	0	2	0	0	0	0	8	38
22190449	1	0	0	0	0	0	0	0	1
22153161	1	0	0	0	0	0	0	1	2
26224232	2	0	1	0	0	0	0	1	4
22542931	2	0	0	0	0	0	0	0	2
22542272	1	0	0	0	0	0	0	0	1
22500049	3	0	0	0	0	0	0	2	5
26180294	4	0	1	0	0	0	0	0	5
22507116	1	0	0	0	0	0	0	0	1
22542281	3	0	1	0	0	0	0	1	5
22179020	5	0	2	0	0	0	0	4	11
22220861	1	0	0	0	0	0	0	0	1
22194657	4	0	0	0	0	0	0	0	4
22287183	4	0	0	0	0	0	0	0	4
21753822	3	0	0	0	0	0	0	2	5
22202901	7	0	0	0	0	0	0	1	8
21753610	9	0	1	0	0	0	0	2	12
22192140	4	1	0	0	0	0	0	2	7
21862346	4	0	0	0	0	0	0	0	4
22191879	0	0	0	0	0	0	0	1	1
22751530	1	0	0	0	0	0	0	0	1
22168818	4	0	0	0	0	0	0	2	6
42789745	2	0	0	0	0	2	0	0	4
22385088	5	0	0	0	0	0	0	1	6
22374701	4	0	0	0	0	0	0	2	6
22255206	2	0	0	0	0	0	0	0	2
21756317	10	0	0	0	0	0	0	2	12
22351698	2	0	0	0	0	0	0	0	2
22076506	2	0	0	0	0	0	0	7	9
21743185	7	0	0	0	0	0	0	0	7
21960461	2	0	0	0	0	0	0	0	2
22084461	7	0	3	0	0	0	0	0	10
22498150	1	0	0	0	0	0	0	0	1
22159860	3	0	0	0	0	0	0	0	3
25559621	2	0	0	0	0	0	0	3	5
22168125	3	0	1	0	0	0	0	3	7
22499008	3	0	0	0	0	0	0	1	4
22189904	1	0	4	0	0	0	0	0	5
21739731	6	1	1	0	0	0	0	2	10
21728551	10	0	0	0	0	1	0	1	12
21996423	0	0	0	0	0	0	0	1	1
21743533	0	0	2	0	0	0	0	0	2
22088342	8	0	1	0	0	0	0	3	12
21738637	12	0	1	2	0	0	0	3	18
21738068	6	0	0	0	0	0	0	0	6
22371770	2	0	0	0	0	0	0	0	2
25011782	6	0	0	0	0	0	0	0	6
22373675	22	0	0	0	0	0	0	10	32
22397884	10	0	0	0	0	0	0	7	17
22498516	4	0	2	0	0	0	0	2	8
21800596	0	0	0	0	0	0	0	1	1
22706160	0	0	17	1	0	1	0	0	19
22255192	3	0	0	0	0	0	0	0	3
22301429	4	1	0	0	0	0	0	0	5
21752354	4	0	1	0	0	0	0	0	5
22308920	16	0	0	0	0	0	0	6	22
21950741	1	0	0	0	0	0	0	1	2
22293469	6	0	0	0	0	0	0	2	8
26205629	3	0	0	0	0	0	0	1	4
21966664	5	0	0	0	0	0	0	2	7
21705771	2	0	3	0	0	0	0	0	5
21741077	4	0	0	0	0	0	0	1	5
22702041	2	0	0	0	0	0	0	0	2
21964793	1	0	2	0	0	0	0	0	3
22190074	5	0	0	0	0	0	0	4	9
22317635	1	0	0	0	0	0	0	0	1
21721556	6	0	3	1	0	0	0	1	11
22369422	6	0	0	0	0	0	0	10	16
22378235	2	0	2	0	0	0	0	0	4
22301500	4	0	0	0	0	0	0	1	5
22209603	0	0	0	0	0	0	0	1	1
21766916	5	0	0	0	0	0	0	0	5
21731187	3	0	0	0	0	0	0	4	7
22374531	4	0	0	0	0	0	0	1	5
21731101	1	0	1	0	0	0	0	0	2
21796599	10	0	0	0	0	0	0	6	16
21705330	3	0	1	0	0	0	0	1	5
22305840	6	0	0	0	0	0	0	4	10
21713634	2	0	1	0	0	0	0	0	3
21748764	0	0	1	0	0	0	0	1	2
22309471	4	0	0	0	0	0	0	2	6
22173234	1	0	0	0	0	0	0	0	1
22354581	13	0	0	0	0	0	0	2	15
22198687	1	0	0	0	0	0	0	1	2
21698333	0	0	4	0	0	0	0	0	4
21710104	1	0	5	1	0	0	0	1	8
21694176	2	0	0	0	0	0	0	1	3
21695032	2	0	0	0	0	0	0	0	2
21697353	6	0	0	0	0	0	0	3	9
21786836	8	0	0	0	0	0	0	1	9
21723281	9	0	0	0	0	0	0	1	10
21726868	5	0	3	26	0	0	0	3	37
26147220	0	1	0	0	0	0	0	1	2
21708771	8	0	0	0	0	0	0	0	8
21907668	1	0	0	0	0	0	0	0	1
21726299	0	0	6	2	0	0	0	0	8
21737851	5	0	0	0	0	0	0	1	6
21748454	2	0	0	0	0	0	0	0	2
21724032	9	0	2	0	0	0	0	3	14
22182306	5	2	0	0	0	0	0	1	8
21698996	5	0	0	0	0	0	0	1	6
21747202	2	0	1	0	0	0	0	1	4
22260234	1	0	0	0	0	0	0	0	1
22078819	3	0	0	0	0	0	0	0	3
78767300	1	0	0	0	0	0	0	0	1
22078096	5	0	0	0	0	0	0	1	6
21766681	6	0	0	0	0	0	0	2	8
22167731	6	0	0	0	0	0	0	2	8
22546073	0	0	3	0	0	0	0	0	3
22083944	6	0	0	0	0	0	0	1	7
21773904	3	0	2	0	0	0	0	0	5
21730237	6	0	0	0	0	0	0	0	6
22508970	0	0	0	0	0	0	0	1	1
21786992	8	0	1	0	0	0	0	1	10
21749078	0	0	1	0	0	0	0	0	1
21794898	3	0	0	0	0	0	0	3	6
21771219	3	0	1	0	0	0	0	1	5
75626152	5	0	0	0	0	0	0	0	5
22159568	0	0	0	0	0	0	0	2	2
21738653	6	0	0	0	0	0	0	0	6
21732027	8	0	0	0	0	0	0	0	8
21739757	3	0	1	1	0	0	0	2	7
21875090	4	0	0	0	0	0	0	0	4
25821148	4	0	0	0	0	0	0	0	4
22081682	3	0	1	2	0	0	0	3	9
21732078	6	0	1	0	0	0	0	2	9
22359923	1	0	0	0	0	0	0	0	1
21949671	5	0	0	0	0	0	0	3	8
21759600	5	0	0	0	0	0	0	1	6
21715637	0	0	0	2	0	0	3	13	18
21701920	4	0	1	0	0	0	0	2	7
22295909	3	0	0	0	0	0	0	5	8
22508074	1	0	0	0	0	0	0	0	1
21804524	5	0	0	0	0	0	0	2	7
21733473	1	0	3	0	0	0	0	0	4
22716793	6	0	0	0	0	0	0	1	7
26057905	6	0	0	0	0	0	0	0	6
26675552	8	0	0	0	0	0	0	1	9
22383549	18	0	0	0	0	0	0	4	22
22243071	8	0	0	0	0	0	0	4	12
22349383	7	0	0	0	0	0	0	1	8
22368710	5	0	0	0	0	0	0	5	10
21757224	10	0	1	0	0	0	0	0	11
22303782	13	0	0	0	0	0	0	2	15
21950512	6	0	1	0	0	0	0	2	9
25663283	7	0	0	0	0	0	0	6	13
22106111	1	0	0	0	0	0	0	0	1
22235221	1	0	0	0	0	0	0	1	2
22282491	4	0	1	0	0	0	0	0	5
21723478	0	0	19	2	0	2	0	0	23
22267794	6	0	1	0	0	0	0	2	9
75152665	4	0	1	0	0	0	0	0	5
22177680	4	0	1	0	0	0	0	3	8
21705321	3	0	1	0	0	0	0	3	7
22300066	8	0	0	0	0	0	0	1	9
21788278	13	0	0	0	0	0	0	2	15
22172602	0	0	0	0	0	0	0	2	2
22541870	0	0	2	0	0	0	0	0	2
22515861	0	0	0	0	0	0	0	2	2
21712816	1	0	0	0	0	0	0	0	1
21788791	10	0	0	0	0	0	0	9	19
21769575	3	0	1	0	0	0	0	1	5
22099859	5	0	0	0	0	0	0	2	7
22181237	8	0	2	0	0	0	0	3	13
22077758	2	0	1	0	0	0	0	1	4
22498800	10	0	0	0	0	0	0	0	10
79039995	1	0	0	0	0	0	0	0	1
21766967	3	0	0	0	0	0	0	1	4
21698635	4	0	0	0	0	0	0	3	7
41697987	2	0	0	0	0	0	0	0	2
21786534	2	0	0	0	0	0	0	0	2
22189394	1	0	0	0	0	0	0	2	3
26286611	4	0	0	0	0	0	0	1	5
22148051	1	0	0	0	0	0	0	2	3
21788677	4	0	0	0	0	0	0	2	6
21778175	4	0	0	0	0	0	0	0	4
22078533	16	1	3	0	0	0	0	1	21
21704554	2	0	0	0	0	0	0	2	4
21964718	4	0	0	0	0	0	0	0	4
21990620	0	0	0	0	0	0	0	1	1
21811628	3	0	0	0	0	0	0	3	6
22210857	2	0	0	0	0	0	0	3	5
21703400	0	0	1	0	0	0	0	0	1
22022341	4	0	0	0	0	0	0	1	5
22385410	5	0	0	0	0	0	0	1	6
21796181	7	0	0	0	0	0	0	4	11
21761272	7	0	0	0	0	0	0	0	7
22020594	7	1	0	0	0	0	0	0	8
27795721	0	0	1	1	0	0	0	0	2
21717621	1	0	1	0	0	0	0	0	2
22384901	1	0	0	0	0	0	0	0	1
22545786	6	0	2	1	0	0	0	3	12
22324283	2	0	0	0	0	0	0	0	2
21912882	6	0	0	0	0	0	0	1	7
22298517	7	0	1	0	0	0	0	2	10
21753695	6	0	1	0	0	0	0	2	9
21735123	3	0	0	0	0	0	0	0	3
22397795	6	0	2	0	0	0	0	3	11
21705909	1	0	3	0	0	0	0	0	4
22283072	4	0	0	0	0	0	0	1	5
22546138	5	0	0	0	0	0	0	1	6
71615318	2	0	0	0	0	0	0	0	2
21740798	6	0	0	0	0	0	0	1	7
22375716	0	0	3	0	0	0	0	0	3
21754578	9	0	1	0	0	0	0	4	14
22376101	4	0	0	0	0	0	0	1	5
21804508	3	0	0	0	0	0	0	1	4
22310240	4	0	0	0	0	0	0	0	4
21729026	7	0	0	0	0	0	0	2	9
28098846	4	0	0	0	0	0	0	1	5
22294449	1	0	1	0	0	1	0	0	3
21738963	5	0	0	0	0	0	0	3	8
21758891	3	0	0	0	0	0	0	0	3
22219986	1	0	0	0	0	0	0	0	1
21966397	10	0	1	0	0	0	0	0	11
21719799	0	1	0	0	0	0	0	0	1
22584994	0	0	0	0	0	1	0	0	1
22704949	1	0	0	0	0	0	0	0	1
26134594	2	0	0	0	0	1	0	0	3
21738700	6	0	0	0	0	0	0	1	7
21758778	2	0	0	0	0	0	0	1	3
21703957	5	0	0	0	0	0	0	2	7
22302468	8	0	0	0	0	0	0	1	9
22332430	0	0	0	0	0	0	0	1	1
21753563	6	0	3	0	0	0	0	0	9
22498729	4	0	2	0	0	0	0	5	11
22287558	6	0	1	0	0	0	0	2	9
21744653	2	0	0	0	0	0	0	1	3
21729794	4	0	1	0	0	0	0	1	6
21733341	0	1	0	0	0	0	0	0	1
22730770	5	0	0	0	0	0	0	1	6
21792143	1	0	0	0	0	0	0	0	1
22234322	3	0	0	0	0	0	0	0	3
22042253	11	0	0	0	0	0	0	8	19
21722463	6	0	1	0	0	0	0	0	7
21812527	6	0	0	0	0	0	0	4	10
22172009	1	0	0	0	0	0	0	1	2
21947902	14	1	0	0	0	0	1	1	17
22301411	3	0	0	0	0	0	0	1	4
21721823	0	0	5	1	0	0	0	0	6
21875154	0	0	1	4	0	0	0	0	5
25206460	0	0	4	0	0	0	0	0	4
22099310	2	0	0	0	0	0	0	0	2
21802041	4	0	0	0	0	0	0	2	6
22192441	7	0	2	1	0	0	0	3	13
22291938	6	0	0	0	0	0	0	5	11
21732850	0	0	2	0	0	0	0	0	2
22294562	6	0	1	0	0	0	0	4	11
21749906	7	0	0	0	0	0	0	3	10
22365419	1	0	0	0	0	0	0	0	1
22088971	2	0	0	0	0	0	0	0	2
22098364	9	0	0	0	0	0	0	0	9
21771910	6	0	1	0	0	0	0	1	8
21945764	3	0	0	0	0	0	0	5	8
22397868	12	0	1	0	0	0	0	6	19
21715505	4	0	5	0	0	1	0	2	12
21760748	2	0	1	0	0	0	0	0	3
21802831	4	0	0	0	0	0	0	1	5
30972787	0	0	0	0	0	1	0	0	1
22294066	9	0	2	0	0	0	0	3	14
22183582	1	0	0	0	0	0	0	1	2
22261117	7	0	0	0	0	0	0	1	8
21943991	9	0	0	0	0	0	0	3	12
27114805	8	0	0	0	0	0	0	3	11
21913374	4	0	1	0	0	0	0	3	8
21775648	5	0	0	0	0	0	0	1	6
21772321	4	0	0	0	0	0	0	1	5
21746168	4	0	0	0	0	0	0	0	4
21996024	1	0	0	0	0	0	0	0	1
21744220	1	0	0	0	0	0	0	1	2
22298550	3	0	0	0	0	0	0	3	6
22304380	24	0	0	0	0	0	0	0	24
21994382	1	0	0	0	0	0	0	0	1
21765863	2	0	0	0	0	0	0	0	2
21731586	11	0	0	0	0	0	0	3	14
22354336	4	1	0	0	0	1	0	1	7
21745641	7	0	0	0	0	0	0	1	8
22075071	0	0	1	0	0	1	0	0	2
21753164	1	0	1	0	0	0	0	1	3
21774668	2	0	0	0	0	0	0	3	5
21720711	1	0	4	1	0	0	0	1	7
22189092	10	0	0	0	0	0	0	0	10
22394036	1	0	0	0	0	0	0	0	1
22704311	0	0	2	3	0	2	0	0	7
22498958	3	0	0	0	0	0	0	0	3
21812853	2	0	0	0	0	1	0	5	8
21741166	3	0	0	0	0	0	0	0	3
21787476	5	0	0	0	0	0	0	1	6
22299548	7	0	0	0	0	0	0	3	10
22498338	5	0	0	0	0	0	0	2	7
22365222	0	0	0	0	0	0	0	1	1
22083049	2	0	0	0	0	0	0	0	2
21751650	1	0	2	0	0	0	0	1	4
22329137	1	0	0	0	0	0	0	0	1
21736367	4	0	3	0	0	0	0	1	8
21806896	1	0	0	0	0	0	0	0	1
21752630	11	0	1	0	0	0	0	0	12
22150382	1	0	0	0	0	0	0	0	1
22177434	8	0	1	0	0	0	0	2	11
21719543	0	0	3	9	0	0	5	0	17
22329714	1	0	0	0	0	0	0	1	2
22029940	15	0	0	0	0	0	0	4	19
22293558	6	0	0	0	0	0	0	1	7
21749531	8	0	0	0	0	0	0	7	15
25852027	11	0	0	0	0	0	0	1	12
22348549	1	0	9	0	0	0	0	1	11
21719250	0	0	0	0	0	6	0	0	6
21746320	3	0	0	0	0	0	0	2	5
27469484	0	0	2	0	0	0	0	0	2
22024697	2	0	0	0	0	0	0	0	2
22705147	5	2	1	0	0	0	0	3	11
25302582	3	0	0	0	0	0	0	2	5
21695849	0	0	1	0	0	0	0	2	3
22088300	0	0	0	0	0	0	0	2	2
22190660	8	0	3	0	0	0	0	3	14
22312218	7	0	1	1	0	0	0	0	9
22370684	12	0	0	0	0	1	0	8	21
22398252	3	0	0	0	0	0	0	1	4
22546821	4	0	0	0	0	0	0	1	5
22307249	9	1	0	0	0	0	0	6	16
24991911	4	0	0	0	0	0	0	0	4
21754187	7	0	0	0	0	0	0	3	10
21750220	10	0	0	0	0	0	0	4	14
22267425	7	0	0	0	0	0	0	2	9
75341875	1	0	0	0	0	0	0	0	1
21704899	1	0	17	3	0	4	0	1	26
21912955	10	0	0	0	0	1	0	8	19
25948822	3	0	0	0	0	0	0	0	3
21959161	2	0	1	0	0	0	0	0	3
21747938	1	0	2	2	0	0	0	2	7
22196757	1	0	0	0	0	0	0	1	2
21810371	1	0	0	0	0	0	0	2	3
22204296	2	0	0	0	0	0	0	2	4
22712917	13	0	0	0	0	0	0	6	19
22205179	5	0	0	0	0	0	1	1	7
21954101	9	0	0	0	0	0	0	3	12
21741239	2	0	2	3	0	1	0	1	9
21757895	10	0	0	0	0	0	0	3	13
22019596	5	0	0	0	0	0	0	0	5
21804915	5	0	0	0	0	0	0	0	5
21737894	3	0	0	0	0	0	0	2	5
22284753	0	0	6	0	0	0	0	0	6
22545476	11	0	0	0	0	0	0	3	14
22182179	7	0	2	0	0	0	0	0	9
22147721	7	0	0	0	0	0	0	2	9
21806420	1	0	0	0	0	0	0	0	1
22105166	5	0	0	0	0	0	0	0	5
22029222	9	0	0	0	0	0	0	3	12
22178635	2	0	3	0	0	0	1	1	7
22500057	8	0	0	0	0	0	0	2	10
22263942	3	0	0	0	0	0	0	0	3
22359036	2	0	0	0	0	0	0	0	2
21967792	1	0	0	0	0	0	0	1	2
22544917	6	0	1	0	0	0	0	2	9
22180109	8	1	1	0	0	0	0	1	11
22168605	4	0	0	0	0	0	0	0	4
22351663	0	0	8	0	0	0	0	0	8
21942820	7	0	0	0	0	0	0	1	8
21754471	7	0	0	0	0	0	0	0	7
22311971	15	0	2	0	0	0	0	4	21
21754063	10	0	3	0	0	0	0	4	17
21731292	0	0	1	0	0	0	0	0	1
21749558	11	0	0	0	0	0	0	1	12
21743151	12	0	0	0	0	0	0	2	14
21757704	9	0	0	0	0	0	0	0	9
21716099	0	0	1	2	0	0	0	0	3
22544348	0	0	0	0	0	0	0	3	3
27766705	2	0	1	0	0	0	0	0	3
22694501	0	0	0	3	0	0	0	0	3
21948674	13	0	0	0	0	0	0	2	15
21966630	13	0	1	1	0	0	0	1	16
21946159	2	0	0	0	0	0	0	0	2
21944814	3	0	0	0	0	0	0	0	3
21942609	0	0	1	0	0	0	0	0	1
21914214	11	0	0	0	0	0	0	6	17
21867801	5	0	0	0	0	0	0	0	5
21961590	0	0	6	1	0	0	0	0	7
26000130	3	1	0	0	0	0	0	0	4
21965331	3	0	0	0	0	0	0	1	4
21959480	4	0	0	0	0	0	0	2	6
21862907	7	0	0	0	0	0	0	3	10
21950075	6	0	0	0	0	0	0	3	9
21966851	3	0	0	0	0	0	0	0	3
21953678	7	0	1	0	0	0	0	5	13
21868590	11	0	0	0	0	0	0	6	17
21867453	5	0	0	0	0	0	0	0	5
21948640	5	0	1	0	0	0	0	2	8
21871558	2	0	0	0	0	0	0	0	2
21948861	7	0	0	0	0	0	0	0	7
21947503	12	0	0	0	0	0	0	2	14
28230213	0	0	2	0	0	0	0	0	2
21893390	2	0	0	0	0	0	0	0	2
21862834	4	0	0	0	0	0	0	3	7
21961743	5	0	0	0	0	0	0	1	6
21862192	3	0	0	0	0	0	0	2	5
21960038	4	1	0	0	0	0	0	0	5
21959315	13	0	0	0	0	0	0	3	16
21874824	3	0	0	0	0	0	0	0	3
21894701	4	0	0	0	0	0	0	0	4
21905363	4	0	0	0	0	0	0	0	4
21862141	1	0	0	0	0	0	0	0	1
21945896	7	0	0	0	0	0	0	3	10
21866651	0	0	0	0	0	0	0	1	1
21948593	5	0	1	0	0	0	0	1	7
21997012	1	0	0	0	0	0	0	0	1
21869235	9	0	1	0	0	0	0	4	14
22294261	8	0	0	0	0	0	0	1	9
31177204	4	0	0	0	0	0	0	5	9
22295101	2	0	1	0	0	0	0	3	6
22305807	10	0	0	0	0	0	17	1	28
22295577	3	0	0	0	0	0	0	0	3
25601636	7	0	0	0	0	0	0	1	8
22311912	11	0	0	0	0	0	0	2	13
22303448	12	0	2	0	0	0	0	0	14
22307125	8	0	0	0	0	0	0	3	11
76313689	3	0	0	0	0	0	0	1	4
26210169	4	0	0	0	0	0	0	0	4
22368833	10	0	0	0	0	1	0	7	18
22352732	2	0	0	0	0	0	0	0	2
22355073	11	0	0	0	0	0	0	5	16
22381546	12	0	0	0	0	0	0	0	12
21755655	5	0	0	0	0	0	0	3	8
21758166	3	0	0	0	0	0	0	0	3
21738025	10	1	0	0	0	0	0	0	11
21733911	7	0	1	0	0	0	0	3	11
22116427	0	0	0	0	0	1	0	0	1
21840831	0	0	0	0	0	1	0	0	1
22078452	1	0	2	0	0	0	0	0	3
22022481	7	0	0	0	0	0	0	1	8
22692061	7	0	0	0	0	0	0	4	11
22095381	2	0	0	0	0	0	0	1	3
22083511	3	0	0	0	0	0	0	2	5
22106618	0	0	0	0	0	0	0	1	1
22170014	6	0	0	0	0	0	0	3	9
22257462	0	0	0	0	0	0	0	1	1
